availability,size,total_sqft,bath,balcony,price,location
18-May,3 BHK,1586,3,1,200,Lalitpur
18-Jul,2 BHK,1376,2,1,198.4,Lalitpur
Ready To Move,3 BHK,1452,3,3,90.4,Bhaktapur
18-Aug,3 BHK,1538,3,1,171.2,Lalitpur
18-May,3 BHK,1427,2,1,208,Kathmandu
Ready To Move,2 BHK,935,2,0,64,Kathmandu
Ready To Move,2 BHK,1220,2,3,104,Kathmandu
Ready To Move,2 BHK,1197,2,1,123.2,Lalitpur
18-Dec,2 BHK,674,1,1,31.84,Bhaktapur
Ready To Move,1 BHK,410,1,1,24,Lalitpur
18-Apr,3 BHK,1573,3,1,144,Kathmandu
Ready To Move,2 BHK,1135,2,2,92.8,Lalitpur
18-Dec,3 BHK,1400,2,1,64.688,Bhaktapur
Ready To Move,1 BHK,1200,1,0,104,Bhaktapur
Ready To Move,3 Bedroom,1800,3,0,152,Bhaktapur
Ready To Move,3 BHK,2045,3,2,172.8,Kathmandu
Ready To Move,2 BHK,1268,2,1,89.6,Lalitpur
Ready To Move,2 BHK,883,2,1,62.4,Lalitpur
Ready To Move,3 BHK,1600,3,3,160,Kathmandu
Ready To Move,2 BHK,1056,2,2,112,Lalitpur
Ready To Move,10 Bedroom,1200,11,,168,Kathmandu
Ready To Move,4 Bedroom,4500,4,,528,Bhaktapur
Ready To Move,2 BHK,1204,2,2,92.8,Bhaktapur
Ready To Move,3 BHK,1410,2,1,86.4,Kathmandu
Ready To Move,2 BHK,1460,2,1,128.48,Lalitpur
Ready To Move,2 BHK,1100,2,1,65.888,Kathmandu
Ready To Move,2 BHK,1310,2,1,140.8,Lalitpur
Ready To Move,3 BHK,1600,3,2,144,Bhaktapur
Ready To Move,2 BHK,1250,2,2,88,Lalitpur
Ready To Move,3 BHK,1665,3,2,119.888,Kathmandu
Ready To Move,3 BHK,1345,2,1,91.2,Lalitpur
Ready To Move,5 Bedroom,2000,5,2,384,Bhaktapur
Ready To Move,2 BHK,1416,2,2,107.2,Lalitpur
Ready To Move,2 BHK,1145,2,2,73.6,Bhaktapur
Ready To Move,10 Bedroom,7200,10,3,320,Bhaktapur
Ready To Move,3 BHK,1231,3,2,92.8,Bhaktapur
Ready To Move,3 BHK,1664,3,0,118.32,Lalitpur
Ready To Move,3 Bedroom,2000,3,1,121.6,Lalitpur
Ready To Move,2 BHK,972,2,2,68.8,Lalitpur
Ready To Move,4 BHK,4500,4,3,552,Kathmandu
Ready To Move,2 BHK,1185,2,1,75.824,Lalitpur
Ready To Move,3 BHK,1750,3,2,129.6,Kathmandu
Ready To Move,3 BHK,3155,4,,505.6,Kathmandu
18-Dec,2 BHK,1007,2,1,108.8,Bhaktapur
Ready To Move,3 BHK,1700,3,2,320,Kathmandu
Ready To Move,2 BHK,1250,2,2,136,Bhaktapur
Ready To Move,2 BHK,1200,2,1,86.4,Lalitpur
18-Aug,2 BHK,994,2,1,67.648,Kathmandu
18-Apr,2 BHK,1150,2,2,64,Lalitpur
Ready To Move,2 BHK,1220,2,2,73.6,Bhaktapur
Ready To Move,2 BHK,1441,2,1,184,Lalitpur
19-Mar,2 BHK,1157,2,2,75.712,Bhaktapur
Ready To Move,6 BHK,1300,6,3,240,Bhaktapur
Ready To Move,2 BHK,1400,2,2,168,Lalitpur
Ready To Move,3 BHK,1370.07,3,1,104,Lalitpur
Ready To Move,5 Bedroom,1200,4,1,208,Bhaktapur
20-Dec,2 BHK,900,2,1,64,Lalitpur
Ready To Move,1 BHK,418,1,1,27.2,Kathmandu
Ready To Move,3 Bedroom,1200,3,1,128,Lalitpur
Ready To Move,2 BHK,1200,2,3,68.8,Bhaktapur
Ready To Move,2 BHK,1062,2,1,67.968,Bhaktapur
Ready To Move,2 BHK,1120,2,1,81.6,Kathmandu
Ready To Move,2 BHK,1012,2,1,70.4,Lalitpur
Ready To Move,3 Bedroom,1500,2,1,320,Bhaktapur
Ready To Move,4 Bedroom,950,4,,288,Kathmandu
Ready To Move,2 BHK,675,2,2,21.6,Kathmandu
Ready To Move,2 BHK,1430,2,2,124.8,Bhaktapur
Ready To Move,3 BHK,1195,2,1,89.6,Lalitpur
Ready To Move,3 BHK,2640,5,1,240,Bhaktapur
Ready To Move,3 BHK,1075,2,1,67.2,Kathmandu
18-Sep,3 BHK,1550 - 1590,3,0,121.584,Lalitpur
Ready To Move,6 Bedroom,782,4,2,136,Lalitpur
18-Feb,2 BHK,1011,2,1,94.4,Kathmandu
Ready To Move,3 BHK,1450,2,1,163.2,Lalitpur
Ready To Move,2 BHK,1129,2,1,110.4,Bhaktapur
Ready To Move,2 BHK,1126,2,1,57.6,Lalitpur
18-Dec,3 Bedroom,1200,3,,176,Bhaktapur
Ready To Move,3 BHK,1180,2,2,72,Bhaktapur
Ready To Move,3 Bedroom,600,4,2,200,Kathmandu
18-Apr,4 Bedroom,940,4,2,72,Kathmandu
Ready To Move,3 BHK,1933,3,2,224,Kathmandu
Ready To Move,2 BHK,1082,2,2,102.4,Kathmandu
Ready To Move,8 Bedroom,2400,8,1,400,Bhaktapur
19-Dec,1 BHK,610,1,0,44.8,Lalitpur
Ready To Move,4 Bedroom,1560,4,1,256,Kathmandu
Ready To Move,3 BHK,1300,3,3,124.784,Bhaktapur
Ready To Move,4 Bedroom,3850,6,0,328,Lalitpur
Ready To Move,2 BHK,1125,2,1,73.6,Kathmandu
Ready To Move,6 Bedroom,2400,7,2,171.2,Kathmandu
Ready To Move,2 BHK,777.4,2,0,40,Bhaktapur
Ready To Move,4 BHK,2500,3,1,104,Kathmandu
Ready To Move,3 BHK,1798,3,,240,Lalitpur
Ready To Move,3 BHK,1864,3,2,192,Bhaktapur
Ready To Move,2 BHK,1115,2,1,83.056,Kathmandu
Ready To Move,1 BHK,400,1,1,40,Bhaktapur
Ready To Move,2 BHK,1200,2,1,112,Bhaktapur
18-May,2 BHK,992,2,2,39.68,Lalitpur
Ready To Move,2 BHK,950,2,3,91.2,Kathmandu
Ready To Move,4 Bedroom,1500,4,3,296,Bhaktapur
Ready To Move,2 BHK,1200,2,1,99.2,Kathmandu
Ready To Move,3 BHK,1735,3,2,112,Bhaktapur
Ready To Move,3 BHK,1750,3,3,275.2,Kathmandu
Ready To Move,2 BHK,1009,2,2,89.6,Kathmandu
Ready To Move,3 BHK,1470,2,3,163.2,Lalitpur
Ready To Move,3 BHK,1527,3,2,184,Bhaktapur
Ready To Move,2 BHK,985,2,1,72,Bhaktapur
Ready To Move,4 Bedroom,3300,4,2,216,Lalitpur
18-Jun,2 BHK,1277,2,1,123.2,Lalitpur
18-May,2 BHK,1100,2,1,99.2,Lalitpur
Ready To Move,3 BHK,1820,3,2,224,Lalitpur
Ready To Move,4 BHK,1530,3,3,139.2,Kathmandu
Ready To Move,3 BHK,1886,3,2,328,Kathmandu
Ready To Move,3 Bedroom,1200,2,0,304,Lalitpur
Ready To Move,3 BHK,1880,4,2,176,Kathmandu
Ready To Move,2 BHK,1255,2,2,83.76,Lalitpur
21-Dec,2 BHK,700,2,1,57.6,Lalitpur
Ready To Move,2 BHK,1140,2,2,73.6,Bhaktapur
18-Aug,2 BHK,1025,2,1,47.36,Kathmandu
Ready To Move,4 Bedroom,3453,4,2,395.2,Lalitpur
Ready To Move,3 BHK,1490,2,2,95.36,Kathmandu
Ready To Move,4 Bedroom,1200,4,2,264,Lalitpur
Ready To Move,3 BHK,1850,3,2,224,Kathmandu
Ready To Move,2 BHK,1250,2,1,124.8,Lalitpur
Ready To Move,4 BHK,2400,3,1,172.8,Lalitpur
Ready To Move,4 BHK,3522,5,3,1145.6,Lalitpur
18-Dec,2 BHK,1244,2,2,140.8,Kathmandu
Ready To Move,4 Bedroom,623,4,1,120,Lalitpur
18-Dec,2 BHK,1025,2,1,45.712,Kathmandu
Ready To Move,2 BHK,1034,2,1,60.8,Bhaktapur
18-Jan,3 BHK,1191,2,2,53.344,Kathmandu
Ready To Move,3 BHK,1719,3,2,113.6,Bhaktapur
Ready To Move,2 BHK,1035,2,1,62.928,Kathmandu
Ready To Move,4 Bedroom,1500,3,2,368,Lalitpur
18-Dec,3 BHK,1470,2,2,134.752,Bhaktapur
Ready To Move,2 BHK,1140,2,1,81.056,Lalitpur
Ready To Move,3 BHK,1752.12,3,2,200,Kathmandu
Ready To Move,6 Bedroom,600,6,2,128,Bhaktapur
Ready To Move,4 Bedroom,600,3,1,134.4,Lalitpur
Ready To Move,3 BHK,2990,3,2,272,Bhaktapur
Ready To Move,3 BHK,1660,3,2,136,Bhaktapur
Ready To Move,3 BHK,1275,3,3,101.488,Kathmandu
18-Jun,3 BHK,1365,3,1,84.496,Kathmandu
Ready To Move,3 Bedroom,1200,2,0,144,Kathmandu
Ready To Move,3 BHK,2546,3,,272,Bhaktapur
20-Oct,3 BHK,1392,3,1,111.136,Bhaktapur
18-Mar,2 BHK,1245,2,1,95.616,Lalitpur
Ready To Move,5 Bedroom,1200,3,1,104,Kathmandu
Ready To Move,2 BHK,1162,2,2,102.528,Lalitpur
Ready To Move,3 BHK,1476,2,1,116.8,Lalitpur
Ready To Move,1 BHK,700,1,1,34.4,Kathmandu
Ready To Move,6 Bedroom,3600,6,1,272,Bhaktapur
Ready To Move,2 BHK,943,2,2,76.8,Lalitpur
Ready To Move,2 Bedroom,1150,2,1,272,Kathmandu
Ready To Move,2 BHK,1113,2,1,71.2,Kathmandu
20-Dec,3 BHK,1615,3,2,111.088,Kathmandu
Ready To Move,2 BHK,1279,2,3,160,Kathmandu
Ready To Move,2 BHK,1256,2,1,96,Kathmandu
Ready To Move,3 BHK,1805,3,2,448,Kathmandu
Ready To Move,3 BHK,1350,3,1,104,Kathmandu
18-May,3 BHK,1525,3,2,109.808,Kathmandu
18-Aug,2 BHK,1357,2,1,196.8,Lalitpur
19-Mar,3 BHK,1645,3,2,187.2,Bhaktapur
Ready To Move,3 BHK,1777.26,3,2,147.2,Bhaktapur
Ready To Move,2 BHK,845,2,2,51.2,Bhaktapur
Ready To Move,2 BHK,900,2,0,40,Lalitpur
18-Sep,2 BHK,1210,2,1,102.64,Kathmandu
19-Aug,2 BHK,829,2,1,36.48,Kathmandu
Ready To Move,3 BHK,1879,3,2,248,Lalitpur
17-Jun,3 BHK,1250,2,2,80,Bhaktapur
Ready To Move,4 Bedroom,1200,2,2,56,Lalitpur
19-Mar,3 BHK,1108,2,1,96,Bhaktapur
18-Aug,3 BHK,1401,3,2,110.4,Kathmandu
19-Oct,3 BHK,1157,2,1,120,Kathmandu
Ready To Move,2 BHK,1185,2,1,68.256,Lalitpur
Ready To Move,3 BHK,1751,3,2,184,Kathmandu
Ready To Move,5 Bedroom,1550,3,1,400,Lalitpur
Ready To Move,3 BHK,1880,3,2,154.4,Kathmandu
20-Dec,3 BHK,1235 - 1410,3,0,65.576,Lalitpur
Ready To Move,2 BHK,1175,2,2,60.8,Bhaktapur
Ready To Move,2 BHK,1407,2,1,157.584,Kathmandu
Ready To Move,2 BHK,1000,2,2,80,Bhaktapur
Ready To Move,3 BHK,1518,3,3,120,Kathmandu
Ready To Move,4 Bedroom,3600,4,2,480,Lalitpur
18-May,2 BHK,1027,2,1,107.2,Bhaktapur
Ready To Move,4 BHK,3730,6,2,688,Bhaktapur
Ready To Move,2 BHK,1145,2,2,73.6,Bhaktapur
18-Aug,2 BHK,1260,2,2,180.8,Bhaktapur
Ready To Move,3 BHK,1500,2,3,75.6,Bhaktapur
Ready To Move,3 BHK,1737,2,1,91.712,Kathmandu
18-Dec,4 BHK,3484 - 3550,,,258.4,Lalitpur
Ready To Move,3 Bedroom,1600,4,1,192,Kathmandu
Ready To Move,3 BHK,1500,3,2,216,Bhaktapur
Ready To Move,2 Bedroom,1120,2,0,96,Lalitpur
Ready To Move,3 Bedroom,1200,4,1,384,Kathmandu
18-Dec,2 BHK,1030,2,1,74.4,Bhaktapur
Ready To Move,6 Bedroom,2500,6,1,140.8,Lalitpur
Ready To Move,2 BHK,1057,2,1,56,Bhaktapur
18-Dec,4 BHK,2774,4,3,332.8,Bhaktapur
Ready To Move,2 BHK,1460,2,2,61.6,Lalitpur
Ready To Move,2 BHK,1075,2,1,85.92,Bhaktapur
Ready To Move,3 BHK,1080,2,1,96,Bhaktapur
19-Dec,4 BHK,3626,5,3,1260.8,Kathmandu
Ready To Move,6 BHK,5100,7,,360,Lalitpur
Ready To Move,2 BHK,1139.7,2,1,72,Bhaktapur
18-Jun,2 BHK,1074,2,1,68.48,Lalitpur
18-Jul,2 Bedroom,1200,2,1,73.808,Kathmandu
Ready To Move,4 BHK,2425,5,1,280,Lalitpur
Ready To Move,2 BHK,1323,2,2,118.4,Lalitpur
18-Aug,2 BHK,1232,2,1,111.376,Kathmandu
Ready To Move,2 BHK,900,2,1,64,Kathmandu
Ready To Move,1 BHK,740,1,1,37.84,Bhaktapur
18-Dec,3 BHK,1920,3,2,214.4,Lalitpur
Ready To Move,1 Bedroom,38Guntha,1,0,272,Lalitpur
Ready To Move,3 BHK,1550,3,2,153.6,Lalitpur
Ready To Move,3 BHK,1588,2,3,144,Kathmandu
Ready To Move,3 Bedroom,2300,4,1,384,Lalitpur
Ready To Move,9 Bedroom,3600,8,2,264,Kathmandu
Ready To Move,2 BHK,1308,2,1,137.6,Bhaktapur
Ready To Move,3 BHK,1340,2,2,86.832,Kathmandu
Ready To Move,10 Bedroom,3280,9,3,720,Bhaktapur
Ready To Move,4 BHK,2170,3,2,424,Kathmandu
Ready To Move,3 BHK,1719,3,2,216,Kathmandu
Ready To Move,2 BHK,1107.83,2,1,66.416,Kathmandu
18-Jul,2 Bedroom,1200,2,1,73.344,Bhaktapur
18-Dec,1 BHK,1090,2,1,50.368,Bhaktapur
Ready To Move,5 Bedroom,1500,5,2,336,Lalitpur
18-Dec,3 BHK,1660,3,2,166.4,Bhaktapur
Ready To Move,2 BHK,1247,2,1,93.696,Kathmandu
18-May,3 BHK,1595,3,2,153.6,Kathmandu
Ready To Move,2 BHK,1175,2,2,80,Lalitpur
Ready To Move,8 Bedroom,1200,8,,216,Kathmandu
Ready To Move,2 BHK,1184,2,1,124.8,Lalitpur
Ready To Move,2 BHK,1100,2,2,88,Kathmandu
18-Apr,2 Bedroom,935,2,0,124.8,Lalitpur
Ready To Move,2 BHK,1200,2,2,96,Kathmandu
Ready To Move,5 Bedroom,2400,5,1,652.8,Kathmandu
Ready To Move,2 BHK,1000,2,1,72,Lalitpur
Ready To Move,2 BHK,1000,2,0,83.2,Kathmandu
Ready To Move,3 BHK,1705,3,2,136,Lalitpur
Ready To Move,3 BHK,1060,2,2,93.28,Kathmandu
Ready To Move,4 Bedroom,2325,4,1,192,Bhaktapur
17-Mar,3 BHK,1347,2,2,88,Bhaktapur
Ready To Move,8 Bedroom,1200,8,3,400,Bhaktapur
17-Dec,2 BHK,1402,2,2,152,Kathmandu
18-Oct,3 BHK,2280,4,2,200,Lalitpur
Ready To Move,2 BHK,1225,2,2,113.68,Kathmandu
Ready To Move,2 BHK,1080,2,1,84.8,Kathmandu
18-Apr,7 Bedroom,4000,7,,144,Kathmandu
Ready To Move,3 BHK,1919,3,0,480,Lalitpur
Ready To Move,2 BHK,1100,2,2,68.16,Lalitpur
Ready To Move,4 BHK,2500,4,3,360,Bhaktapur
22-Jan,2 BHK,1200,2,2,124.8,Kathmandu
Ready To Move,3 BHK,1565,2,2,92.656,Bhaktapur
18-Apr,2 Bedroom,1200,3,0,124.8,Lalitpur
Ready To Move,3 BHK,1581,3,3,121.6,Lalitpur
18-Dec,4 BHK,2882,5,1,320,Lalitpur
Ready To Move,5 Bedroom,1440,5,2,155.2,Kathmandu
Ready To Move,3 BHK,2180,3,3,436.8,Bhaktapur
Ready To Move,4 Bedroom,7000,8,,720,Lalitpur
Ready To Move,2 BHK,985,2,1,62.272,Lalitpur
Ready To Move,2 BHK,950,2,2,56,Lalitpur
Ready To Move,2 BHK,1339,2,2,88,Lalitpur
Ready To Move,3 BHK,1449,3,1,115.2,Lalitpur
Ready To Move,4 Bedroom,1200,4,2,288,Kathmandu
18-May,2 BHK,1100,2,2,61.888,Lalitpur
Ready To Move,2 BHK,929 - 1078,2,0,44.952,Bhaktapur
Ready To Move,3 Bedroom,2700,3,2,320,Lalitpur
Ready To Move,2 BHK,1100,2,3,88,Bhaktapur
18-Dec,2 BHK,1140,2,1,52.672,Lalitpur
Ready To Move,3 Bedroom,3009,3,2,528,Bhaktapur
Ready To Move,8 BHK,3300,8,3,496,Lalitpur
Ready To Move,2 BHK,800,1,2,48,Bhaktapur
Ready To Move,5 Bedroom,2000,4,0,104,Lalitpur
Ready To Move,4 Bedroom,1200,4,1,304,Kathmandu
Ready To Move,2 BHK,1300,2,3,152,Lalitpur
Ready To Move,2 BHK,1220,2,2,96,Lalitpur
Ready To Move,3 BHK,2289,3,2,284.8,Lalitpur
18-Jan,2 BHK,1170,2,1,89.6,Kathmandu
Ready To Move,2 BHK,1350,2,2,143.2,Kathmandu
Ready To Move,2 BHK,883,2,1,72,Bhaktapur
Ready To Move,3 BHK,1698,3,2,200,Lalitpur
18-May,4 BHK,2150 - 2225,4,0,168,Lalitpur
Ready To Move,2 BHK,1060,2,1,93.6,Lalitpur
Ready To Move,2 BHK,1185,2,2,120,Lalitpur
20-Dec,3 BHK,2051,3,1,288,Kathmandu
Ready To Move,2 BHK,1404,2,1,115.2,Kathmandu
Ready To Move,2 BHK,1252,2,1,107.2,Lalitpur
18-Mar,3 BHK,1885,3,1,200,Bhaktapur
Ready To Move,6 BHK,3381,6,3,360,Bhaktapur
Ready To Move,2 BHK,980,2,2,67.2,Bhaktapur
Ready To Move,3 BHK,2500,3,3,544,Bhaktapur
19-Jan,3 BHK,1420,3,1,105.6,Kathmandu
Ready To Move,6 Bedroom,1166,6,,216,Lalitpur
Ready To Move,3 BHK,2312,3,2,249.6,Kathmandu
Ready To Move,4 BHK,3000,4,,208,Lalitpur
Ready To Move,2 BHK,1175,2,1,112,Bhaktapur
Ready To Move,2 BHK,1145,2,2,81.6,Lalitpur
Ready To Move,2 BHK,970,2,1,84,Kathmandu
18-Dec,2 BHK,1125,2,1,51.984,Bhaktapur
19-Sep,3 BHK,1520 - 1759,3,0,148.208,Lalitpur
Ready To Move,4 BHK,5000,4,,480,Kathmandu
Ready To Move,3 BHK,2150,3,3,384,Kathmandu
18-Jul,3 BHK,1635,3,1,91.2,Kathmandu
Ready To Move,3 Bedroom,3425,3,1,512,Lalitpur
19-Mar,4 Bedroom,2950,4,3,404.8,Kathmandu
18-Dec,1 BHK,1200,2,1,105.6,Lalitpur
Ready To Move,3 BHK,1335,2,2,117.488,Lalitpur
Ready To Move,4 BHK,4450,6,0,718.4,Lalitpur
Ready To Move,2 BHK,1166,2,1,102.528,Bhaktapur
Ready To Move,3 BHK,2390,3,1,595.2,Lalitpur
Ready To Move,3 BHK,1460,2,1,144,Bhaktapur
Ready To Move,3 BHK,1690,3,3,80,Lalitpur
Ready To Move,4 Bedroom,1386,3,2,148.8,Kathmandu
Ready To Move,2 BHK,1090,2,2,51.2,Lalitpur
21-Dec,3 BHK,1732,3,1,137.168,Lalitpur
Ready To Move,2 BHK,1390,2,1,115.2,Kathmandu
Ready To Move,2 BHK,1095,2,1,136.656,Kathmandu
19-Dec,1 BHK,416,1,1,27.504,Lalitpur
Ready To Move,3 BHK,2400,2,3,80,Bhaktapur
Ready To Move,3 BHK,1350,2,3,136,Kathmandu
Ready To Move,3 BHK,1453,2,2,116.8,Bhaktapur
Ready To Move,2 BHK,1226,2,1,104,Kathmandu
Ready To Move,4 Bedroom,784,2,2,264,Bhaktapur
Ready To Move,3 BHK,1168,2,1,108.8,Kathmandu
19-Dec,3 BHK,1776,3,2,198.4,Kathmandu
Ready To Move,3 BHK,1634,3,2,108.8,Bhaktapur
Ready To Move,2 Bedroom,860,2,0,89.6,Kathmandu
Ready To Move,3 Bedroom,2800,3,1,640,Lalitpur
Ready To Move,3 BHK,1650,3,2,152,Kathmandu
Ready To Move,2 BHK,1190,2,1,112,Lalitpur
18-Aug,2 BHK,1133,2,1,54.384,Bhaktapur
Ready To Move,3 BHK,1559,3,2,99.2,Lalitpur
Ready To Move,3 Bedroom,1448,4,0,188.8,Kathmandu
Ready To Move,4 BHK,6652,6,1,816,Kathmandu
Ready To Move,2 BHK,976,2,1,80,Bhaktapur
Ready To Move,4 Bedroom,1350,4,3,384,Bhaktapur
Ready To Move,3 BHK,1590,2,2,86.4,Bhaktapur
19-Dec,4 BHK,2940,6,2,321.6,Lalitpur
Ready To Move,3 BHK,1633,3,2,176,Kathmandu
18-Aug,2 BHK,1151,2,2,73.6,Lalitpur
Ready To Move,3 BHK,1400,2,2,67.2,Lalitpur
17-Apr,2 BHK,1037,2,1,57.6,Kathmandu
Ready To Move,2 BHK,1188,2,1,57.6,Kathmandu
Ready To Move,2 BHK,1060,2,1,83.2,Bhaktapur
Ready To Move,3 BHK,2215,4,2,259.2,Kathmandu
Ready To Move,2 BHK,1255,2,2,87.2,Kathmandu
Ready To Move,3 Bedroom,2500,2,1,480,Kathmandu
Ready To Move,2 BHK,1075,2,1,85.92,Lalitpur
17-Apr,4 BHK,2569,5,3,288,Kathmandu
18-Dec,2 BHK,900,2,1,43.2,Lalitpur
18-Aug,2 BHK,1183,2,1,127.264,Bhaktapur
Ready To Move,2 BHK,1100,2,2,70.4,Kathmandu
Ready To Move,3 BHK,1643,2,2,112,Lalitpur
Ready To Move,3 BHK,1500,2,2,192,Bhaktapur
Ready To Move,2 BHK,1291,2,1,120,Lalitpur
17-Oct,3 Bedroom,1150,3,2,128,Kathmandu
Ready To Move,2 BHK,1060,2,1,88,Kathmandu
Ready To Move,3 BHK,1575,2,2,176,Bhaktapur
Ready To Move,5 Bedroom,1200,4,1,256,Lalitpur
Ready To Move,4 Bedroom,1700,3,2,88,Bhaktapur
Ready To Move,2 BHK,1236,2,1,92.8,Bhaktapur
Ready To Move,3 BHK,1350,2,2,62.4,Bhaktapur
Ready To Move,3 BHK,2475,4,3,521.6,Bhaktapur
Ready To Move,6 Bedroom,3800,6,,280,Kathmandu
Ready To Move,4 BHK,4694,5,,600,Lalitpur
18-Dec,2 BHK,1200,2,1,55.456,Lalitpur
Ready To Move,4 Bedroom,1200,4,1,120,Bhaktapur
Ready To Move,2 BHK,1225,2,2,89.6,Lalitpur
18-Apr,2 BHK,1056,2,1,120,Bhaktapur
18-Jun,3 BHK,1240,2,2,68.56,Bhaktapur
17-Oct,3 BHK,1200,3,2,119.232,Kathmandu
18-Dec,3 BHK,1850,3,2,176,Bhaktapur
Ready To Move,4 BHK,3150,4,3,288,Kathmandu
Ready To Move,1 Bedroom,1200,1,0,63.712,Bhaktapur
Ready To Move,4 Bedroom,1018,4,1,240,Lalitpur
Ready To Move,5 Bedroom,3520,6,1,736,Kathmandu
18-Jul,3 BHK,1185,2,2,48.352,Lalitpur
Ready To Move,2 BHK,918,2,2,89.6,Lalitpur
Ready To Move,3 BHK,1330,2,2,108.8,Kathmandu
Ready To Move,3 BHK,1540,2,3,112,Bhaktapur
Ready To Move,2 BHK,1200,2,2,128,Bhaktapur
18-Dec,2 BHK,927,2,2,59.2,Lalitpur
19-Jun,4 Bedroom,2580 - 2591,4,0,184,Lalitpur
Ready To Move,3 BHK,1400,2,2,124.8,Lalitpur
Ready To Move,2 BHK,1345,2,2,169.6,Lalitpur
Ready To Move,4 Bedroom,1900,3,1,640,Lalitpur
Ready To Move,2 BHK,1510,2,3,128,Kathmandu
Ready To Move,2 BHK,302,2,1,40,Lalitpur
21-Dec,1 BHK,525,,,43.2,Lalitpur
18-Aug,3 Bedroom,1500,3,1,98.432,Kathmandu
19-Dec,1 BHK,629 - 1026,1,0,68.056,Kathmandu
Ready To Move,3 BHK,1100,2,2,115.2,Bhaktapur
Ready To Move,3 Bedroom,1200,3,1,108.8,Bhaktapur
21-Dec,3 BHK,1100,3,2,84.8,Kathmandu
19-Jun,4 BHK,2282,4,0,184,Bhaktapur
Ready To Move,2 BHK,760,2,1,59.984,Bhaktapur
Ready To Move,3 Bedroom,2172,3,0,160,Bhaktapur
Ready To Move,6 BHK,3800,6,,624,Kathmandu
Ready To Move,4 Bedroom,600,2,1,115.2,Bhaktapur
Ready To Move,3 BHK,3300,3,2,264,Bhaktapur
19-Mar,3 BHK,1242,3,1,81.6,Lalitpur
Ready To Move,1 Bedroom,410,1,1,76.8,Bhaktapur
Ready To Move,3 BHK,1245,2,2,69.728,Kathmandu
Ready To Move,2 BHK,1088,2,2,70.4,Lalitpur
Ready To Move,2 BHK,1200,2,0,73.6,Bhaktapur
Ready To Move,3 Bedroom,1995,3,1,160,Lalitpur
Ready To Move,2 BHK,1309,2,1,131.2,Kathmandu
Ready To Move,3 BHK,1717,3,2,320,Bhaktapur
Ready To Move,3 BHK,2100,3,2,320,Lalitpur
Ready To Move,2 Bedroom,880,1,0,144,Kathmandu
Ready To Move,6 Bedroom,1200,6,1,152,Lalitpur
18-Aug,3 BHK,1250,3,2,67.2,Bhaktapur
Ready To Move,3 BHK,3520,5,2,384,Bhaktapur
Ready To Move,2 BHK,1041,2,2,86.4,Kathmandu
Ready To Move,3 BHK,1505,2,2,96,Lalitpur
18-Jul,3 BHK,1776,3,2,240,Lalitpur
Ready To Move,3 BHK,1767,3,2,142.4,Kathmandu
Ready To Move,2 BHK,1293,2,2,128,Lalitpur
Ready To Move,2 BHK,1320,2,1,80,Bhaktapur
Ready To Move,2 BHK,1280,2,2,109.568,Lalitpur
19-Mar,2 BHK,1245,2,1,132.88,Lalitpur
Ready To Move,2 BHK,1027,1,2,70.4,Kathmandu
Ready To Move,2 BHK,1200,2,,73.872,Bhaktapur
21-Dec,3 BHK,1100,3,2,92.8,Kathmandu
Ready To Move,3 Bedroom,1065,3,1,115.2,Kathmandu
21-Dec,3 BHK,1814,3,1,206.4,Kathmandu
Ready To Move,3 BHK,1610,2,1,179.2,Lalitpur
Ready To Move,1 Bedroom,850,1,1,124.8,Kathmandu
18-Jul,3 BHK,1600,3,3,126.4,Kathmandu
Ready To Move,3 BHK,3200,4,2,224,Kathmandu
Ready To Move,3 BHK,1250,2,1,123.408,Lalitpur
Ready To Move,2 BHK,1243,2,2,73.6,Kathmandu
Ready To Move,3 BHK,1452,3,3,97.568,Bhaktapur
Ready To Move,3 BHK,1475,3,3,120,Kathmandu
Ready To Move,2 BHK,1353,2,3,120,Kathmandu
Ready To Move,4 Bedroom,2100,3,0,336,Kathmandu
21-Aug,3 BHK,1750,3,2,92.8,Lalitpur
Ready To Move,4 Bedroom,4800,4,3,880,Lalitpur
Ready To Move,2 BHK,1270,2,1,153.6,Kathmandu
Ready To Move,4 Bedroom,2700,3,0,120,Kathmandu
Ready To Move,4 Bedroom,1200,4,2,432,Kathmandu
19-May,4 BHK,2695,4,3,300.8,Lalitpur
Ready To Move,3 BHK,1330,3,2,104,Bhaktapur
Ready To Move,2 BHK,660,1,0,28.8,Bhaktapur
Ready To Move,2 BHK,1400,2,3,144,Kathmandu
Ready To Move,4 BHK,4000,5,1,312,Bhaktapur
Ready To Move,3 BHK,1700,3,2,120,Kathmandu
Ready To Move,2 BHK,1585,2,2,144,Kathmandu
Ready To Move,3 BHK,1385,3,3,107.2,Bhaktapur
18-Jul,2 BHK,1128,2,1,107.2,Bhaktapur
19-Oct,4 Bedroom,60,4,2,348.8,Bhaktapur
18-Apr,18 Bedroom,1200,18,,320,Bhaktapur
Ready To Move,2 BHK,1203,2,2,96,Kathmandu
Ready To Move,2 BHK,905,2,1,56,Kathmandu
19-Mar,3 BHK,1450,3,2,126.4,Lalitpur
Ready To Move,2 BHK,1105,2,3,60.8,Bhaktapur
18-Apr,2 Bedroom,1200,2,1,73.808,Bhaktapur
Ready To Move,3 BHK,1530,2,3,142.4,Bhaktapur
